name_ID,name_orig,name_orig_for_lookup,google_name,name_compare,brief_desc,image_url,image_source,detailed_desc,desc_source
465,"Browning, John",John Browning,John Browning,TRUE,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT3MM9SLY7m7bzyPthH6R2ub2lSB4WBqyhDJ4Hqi5_29Lv4u5Rw,https://commons.wikimedia.org/wiki/File:John_M._Browning_with_his_Auto_5_shotgun_(3).png,"John Moses Browning was an American firearms designer who developed many varieties of military and civilian firearms, cartridges, and gun mechanisms â€“ many of which are still in use around the world. ",https://en.wikipedia.org/wiki/John_Browning
467,"Chester, Charles T.",Charles T. Chester,Chester Bennington,FALSE,American singer-songwriter,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQjjL1wGb_SeAxZEF11PfhPpJj_EtiQ2oqWm2wr-Fj-XULp4GzS,https://commons.wikimedia.org/wiki/File:Chester_Bennington_Phoenix_xD_xD.jpg,"Chester Charles Bennington was an American singer, songwriter, musician, and actor. He was best known as the lead vocalist for Linkin Park and was also lead vocalist for the bands Grey Daze, Dead by Sunrise and, between 2013 and 2015, Stone Temple Pilots. ",https://en.wikipedia.org/wiki/Chester_Bennington
468,"Cleaver, Eldridge",Eldridge Cleaver,Eldridge Cleaver,TRUE,American writer,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTZrHDER1ERw-c1kSqEBFQbSRx5NXhfFYuJdVHIKjYTXoYoetXV,https://commons.wikimedia.org/wiki/File:Eldridge_Cleaver_1968.jpg,"Leroy Eldridge Cleaver was an American writer, and political activist who became an early leader of the Black Panther Party.
In 1968, Cleaver wrote Soul on Ice, a collection of essays that, at the time of its publication, was praised by The New York Times Book Review as ""brilliant and revealing"". ",https://en.wikipedia.org/wiki/Eldridge_Cleaver
471,"Cunningham, Imogen",Imogen Cunningham,Imogen Cunningham,TRUE,American photographer,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcR7VB8ZzG85DJTtsxLyT3IzZ1b-CKR_QLcDH9vRupiDx_cnA6Nu,https://commons.wikimedia.org/wiki/File:Imogen_Cunningham_by_Clare_Shepard.jpg,"Imogen Cunningham was an American photographer known for her botanical photography, nudes, and industrial landscapes. Cunningham was a member of the California-based Group f/64, known for its dedication to the sharp-focus rendition of simple subjects.",https://en.wikipedia.org/wiki/Imogen_Cunningham
472,"Custer, George Armstrong",George Armstrong Custer,George Armstrong Custer,TRUE,Officer,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRHTXy-fXC_8kDZ10ylfiVKSnr2C05IRJHvITS9VzNgROF4kq8-,https://pt.wikipedia.org/wiki/Ficheiro:Custer_Bvt_MG_Geo_A_1865_LC-BH831-365-crop.jpg,"George Armstrong Custer was a United States Army officer and cavalry commander in the American Civil War and the American Indian Wars.
",https://en.wikipedia.org/wiki/George_Armstrong_Custer
473,"Dare, Charles",Charles Dare,Tottenham Hotspur F.C.,FALSE,Football club,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQG51HWjoBGLGdlY6x1WwICgx4nTEmVUBZOZ_OS0HNumLKTjX6O,"https://zh.m.wikipedia.org/wiki/File:Manchester_United_v_Tottenham_Hotspur,_December_2016_(08).JPG","Tottenham Hotspur Football Club, commonly referred to as Tottenham or Spurs, is an English professional football club in Tottenham, London, that competes in the Premier League. ",https://en.wikipedia.org/wiki/Tottenham_Hotspur_F.C.
474,"Draper, John William",John William Draper,John William Draper,TRUE,American scientist,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRSunMnJwkp6AghnLcZLDiML7_wuXpfVupbieakMPNbB-uydP8d,https://commons.wikimedia.org/wiki/File:John_William_Draper4.jpg,"John William Draper was an English-born American scientist, philosopher, physician, chemist, historian and photographer. He is credited with producing the first clear photograph of a female face and the first detailed photograph of the moon in 1840. ",https://en.wikipedia.org/wiki/John_William_Draper
476,"Ericsson, John",John Ericsson,USNS John Ericsson (T-AO-194),FALSE,Henry J. Kaiser-class replenishment oiler,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSzlNWtb2PKADC6XNtC0RvH1w3D2l9LMhbEDn8BSxJajDHcsA4u,https://commons.wikimedia.org/wiki/File:USS_Cowpens_(CG-63)_and_USNS_John_Ericsson_(T-AO-194).jpg,USNS John Ericsson (T-AO-194) is a Henry J. Kaiser-class underway replenishment oiler operated by the Military Sealift Command to support ships of the United States Navy.,https://en.wikipedia.org/wiki/USNS_John_Ericsson_(T-AO-194)
477,"Fanning, Michael",Michael Fanning,Mick Fanning,FALSE,Australian surfer,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSqiWqNElBA9stisOXIsEVOX_8u0WrWbnZqA-ZU2esQk55zthBZ,https://en.wikipedia.org/wiki/Mick_Fanning,"Michael Eugene Fanning AO is a former Australian professional surfer. Fanning won the 2007, 2009 and 2013 ASP World Tour. In 2015, he survived a shark attack with what is suspected to be a great white shark during the J-Bay Open finals in Jeffreys Bay, South Africa.",https://en.wikipedia.org/wiki/Mick_Fanning
479,"Friedman, Glen E.",Glen E. Friedman,Glen E. Friedman,TRUE,American photographer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQk35ckatp261uh3JFxasMrP_KSj9PxPflKFh_KMEkaPX8mKPKG,https://en.wikipedia.org/wiki/Glen_E._Friedman,"Glen E. Friedman is an American photographer and artist.
Friedman became known for his activities within rebellious skateboarding and music cultures. ",https://en.wikipedia.org/wiki/Glen_E._Friedman
481,"Garland, Judy",Judy Garland,Judy Garland,TRUE,American actress,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ2De6wjxgOjlQoioRFgvbwFjB5ejq2fJUh0tjEqcFNcSSGEZb4,https://commons.wikimedia.org/wiki/File:Judy_Garland_1943_publicity_photo.jpg,"Judy Garland was an American actress, singer, vaudevillian and dancer. With a career spanning 45 years, she attained international stardom as an actress in both musical and dramatic roles, as a recording artist, and on the concert stage. ",https://en.wikipedia.org/wiki/Judy_Garland
482,"Gavarni, Paul",Paul Gavarni,Paul Gavarni,TRUE,French illustrator,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR1Zu1kWG66NUMnofnK07NLBtxXtKOLnMqwIAaYLwj1RWKWu7ZL,https://commons.wikimedia.org/wiki/File:Balzac_by_Paul_Gavarni.jpeg,"Paul Gavarni was the nom de plume of Sulpice Guillaume Chevalier, a French illustrator, born in Paris.",https://en.wikipedia.org/wiki/Paul_Gavarni
483,"Gilmore, Brenda J.",Brenda J. Gilmore,Brenda Song,FALSE,American actress,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSNnMRh2tjfU9-SvJsn69-j3BHlz2u4sPDozmc_LWuj32al_BaE,https://commons.wikimedia.org/wiki/File:Brenda_Song_2009_(Cropped).jpg,"Brenda Song is an American actress. She began her career in show business as a child fashion model, and her early acting work included roles in the television series Fudge and 100 Deeds for Eddie McDowd. ",https://en.wikipedia.org/wiki/Brenda_Song
484,"Glaser, Milton",Milton Glaser,Milton Glaser,TRUE,American graphic designer,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSRG7lfnF9C1JapgmW8bCydjL-RYSiOEPU7TtzflHhciJ-INOtv,https://en.wikipedia.org/wiki/Milton_Glaser,"Milton Glaser was an American graphic designer. His designs include the I Love New York logo, the psychedelic Bob Dylan poster, and the logos for DC Comics, Stony Brook University, and Brooklyn Brewery. ",https://en.wikipedia.org/wiki/Milton_Glaser
486,"Hagelin, John",John Hagelin,John Hagelin,TRUE,President of the Maharishi University of Management,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeRBtDAGJSIY2RtIl18VXhLVgQ-cejxKxqOInSrEKh7UIDUwjP,https://en.wikipedia.org/wiki/John_Hagelin,"John Samuel Hagelin is the leader of the Transcendental Meditation movement in the United States. He is president of the Maharishi University of Management in Fairfield, Iowa, and honorary chair of its board of trustees. ",https://en.wikipedia.org/wiki/John_Hagelin
487,"Hahnemann, Samuel",Samuel Hahnemann,Samuel Hahnemann,TRUE,Physician,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTSm9N_Pv03F5T2zZuv6RlCnj4JNBHrLvrvbHlCaOUKTrLuQqyc,https://commons.wikimedia.org/wiki/File:Samuel_Christian_Friedrich_Hahnemann._Line_engraving_by_L._B_Wellcome_L0016250_a.jpg,"Christian Friedrich Samuel Hahnemann was a German physician, best known for creating the pseudoscientific system of alternative medicine called homeopathy.",https://en.wikipedia.org/wiki/Samuel_Hahnemann
488,"Harriman, W. Averell",W. Averell Harriman,W. Averell Harriman,TRUE,Former Governor of New York,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSskDm3iR8AILadpKeIjkfFNhUXtvllXbNdaI2xXTOAwp4tkM4o,https://commons.wikimedia.org/wiki/File:W._Averell_Harriman.jpg,"William Averell Harriman, better known as Averell Harriman, was an American Democratic politician, businessman, and diplomat. The son of railroad baron E. H. Harriman, he served as Secretary of Commerce under President Harry S. Truman, and later as the 48th Governor of New York. ",https://en.wikipedia.org/wiki/W._Averell_Harriman
489,"Hatch, Orrin",Orrin Hatch,Orrin G. Hatch,FALSE,Former United States Senator,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT3Hh3n0PZ3iVhvUt53XGbDlaHLTsdWhnYyUQAu0g7Krq-nS8Ll,"https://commons.wikimedia.org/wiki/File:Orrin_Hatch_official_photo,_2015.jpg","Orrin Grant Hatch is an American attorney, retired politician, and composer who served as a United States Senator from Utah for 42 years. He is the longest-serving Republican U.S. Senator in history and the longest-serving U.S. Senator from Utah.
Hatch chaired the Senate Committee on Health, Education, Labor, and Pensions from 1981 to 1987. He also served as chair of the Senate Judiciary Committee from 1995 to 2001 and 2003 to 2005. ",https://en.wikipedia.org/wiki/Orrin_Hatch
490,"Hoffman, Dustin",Dustin Hoffman,Dustin Hoffman,TRUE,American actor,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPuiH2_1wJ3wVm-6HwLQZvP8SzdFk65FUaEezy6KbWhysLe4sL,https://commons.wikimedia.org/wiki/File:Dustin_Hoffman_Quartet_avp_5.jpg,Dustin Lee Hoffman is an American actor and filmmaker. He is known for his versatile portrayals of antiheroes and emotionally vulnerable characters. ,https://en.wikipedia.org/wiki/Dustin_Hoffman
491,"Hollerith, Herman",Herman Hollerith,Herman Hollerith,TRUE,Businessman,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRFA7LfTNu0HMmypyZBGioMJZ9iXOAsDgPY7AJ0g7Sw-mmQTHrg,https://es.m.wikipedia.org/wiki/Archivo:Hollerith.jpg,"Herman Hollerith was an American businessman, inventor, and statistician who developed an electromechanical tabulating machine for punched cards to assist in summarizing information and, later, in accounting. ",https://en.wikipedia.org/wiki/Herman_Hollerith
495,"Johnson, Lonnie",Lonnie Johnson,Lonnie Johnson,TRUE,American inventor,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRf838kF9vQG_oLxcM_6Wxt8tUy3o4j24aa9mGckZ9-os3mSojC,"https://commons.wikimedia.org/wiki/File:Lonnie_Johnson,_Office_of_Naval_Research_(crop).jpg","Lonnie George Johnson is an American inventor, aerospace engineer, and entrepreneur, whose work history includes a U.S. Air Force term of service and a twelve-year stint at NASA, including the Jet Propulsion Laboratory. ",https://en.wikipedia.org/wiki/Lonnie_Johnson_(inventor)
500,"Morse, Samuel Finley Breese",Samuel Finley Breese Morse,Samuel Morse,FALSE,American inventor,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcS4mkGuF8RBYN8iWivuPNEeHNSNf7Qkrx00dzjSL0sk9FGnXN-s,https://es.m.wikipedia.org/wiki/Archivo:Samuel_Morse_1840.jpg,"Samuel Finley Breese Morse was an American inventor and painter. After having established his reputation as a portrait painter, in his middle age Morse contributed to the invention of a single-wire telegraph system based on European telegraphs. ",https://en.wikipedia.org/wiki/Samuel_Morse
503,"Page, Patti",Patti Page,Patti Page,TRUE,American singer,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSzKkNesuhnBUopTk4Of3C9fN4WVGjL9zXnFkgHPUla9iSilG6I,https://commons.wikimedia.org/wiki/File:Patti_Page_1955.JPG,"Clara Ann Fowler, known by her stage name Patti Page, was an American singer of pop and country music and occasional actress. She was the top-charting female vocalist and best-selling female artist of the 1950s, selling over 100 million records during a six-decade long career. ",https://en.wikipedia.org/wiki/Patti_Page
504,"Perot, Ross",Ross Perot,Ross Perot 1992 presidential campaign,FALSE,Election campaign,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRoaqEy65Fee17LqJFyLeZa2cUGb_3l0no6sxR25ggUSIx_6ndc,https://en.wikipedia.org/wiki/Ross_Perot_1992_presidential_campaign,"In 1992, Ross Perot ran unsuccessfully as an independent candidate for President of the United States. Perot was a Texas industrialist who had never served as a public official, but he had experience as the head of several successful corporations and had been involved in public affairs for the previous three decades. ",https://en.wikipedia.org/wiki/Ross_Perot_1992_presidential_campaign
506,"Purdy, Amy",Amy Purdy,Amy Purdy,TRUE,American actress,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQyyt5l0TdE_Ztwxqyi-uDvI8VEnBKoRjWsK0SfcSmJE7banVi3,https://ar.wikipedia.org/wiki/%D9%85%D9%84%D9%81:Amy_Purdy_-_PopTech_2012_-_Narrow.jpg,"Amelia Michelle ""Amy"" Purdy is an American actress, model, para-snowboarder, motivational speaker, clothing designer and author. Purdy is a 2014 Paralympic bronze medalist, 2018 Paralympics silver medalist, and co-founder of Adaptive Action Sports.",https://en.wikipedia.org/wiki/Amy_Purdy
507,"Rauner, F. A.",F. A. Rauner,Bruce Rauner,FALSE,Former Governor of Illinois,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTP3KU6xtvlrb51k6OK-pxWUhkDbedm28ctO7ywrP2e1t5B65CD,https://commons.wikimedia.org/wiki/File:Bruce_Rauner_2016_cropped.jpg,"Bruce Vincent Rauner is an American businessman, philanthropist and politician who served as the 42nd governor of Illinois from 2015 to 2019. ",https://en.wikipedia.org/wiki/Bruce_Rauner
508,"Rejlander, Oscar Gustav",Oscar Gustav Rejlander,Oscar Gustave Rejlander,FALSE,Photographer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyiqQZYNofc9Es0kT1GeTpPpr9Hgop20S8k64b2i0UlmS6UF5G,"https://commons.wikimedia.org/wiki/File:Oscar_Gustave_Rejlander_(British,_born_Sweden_-_It_Won%27t_Rain_To-day_-_Google_Art_Project.jpg",Oscar Gustave Rejlander was a pioneering Victorian art photographer and an expert in photomontage. His collaboration with Charles Darwin on The Expression of the Emotions in Man and Animals has assured him a position in the history of behavioural science and psychiatry.,https://en.wikipedia.org/wiki/Oscar_Gustave_Rejlander
512,"Roosevelt, Eleanor",Eleanor Roosevelt,Eleanor Roosevelt,TRUE,Former First Lady of the United States,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQN1fVdS0559mIujbGF6fpUlQ9vFbMSa9SdzFhkWO7KxbLjr_LH,https://es.wikipedia.org/wiki/Archivo:Eleanor_Roosevelt_in_New_York_City_-_NARA_-_196282_(cropped).jpg,"Anna Eleanor Roosevelt was an American political figure, diplomat and activist. She served as the First Lady of the United States from March 4, 1933, to April 12, 1945, during her husband President Franklin D. ",https://en.wikipedia.org/wiki/Eleanor_Roosevelt
513,"Ruth, Babe",Babe Ruth,Babe Ruth,TRUE,American professional baseball player,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSAdTUoc3zMOLiTldwuBuueuSp825XhSSI6pFPNG57opGPPTtlt,"https://commons.wikimedia.org/wiki/File:Babe_Ruth_by_Paul_Thompson,_1920.jpg","George Herman ""Babe"" Ruth Jr. was an American professional baseball player whose career in Major League Baseball spanned 22 seasons, from 1914 through 1935. ",https://en.wikipedia.org/wiki/Babe_Ruth
515,"Schlafly, Phyllis",Phyllis Schlafly,Phyllis Schlafly,TRUE,Author,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpf4JM9dtR2yA72Nycwdk46hYU4MQ30airSIl5IDtljb_UZtfz,https://commons.wikimedia.org/wiki/File:Phyllis_Schlafly_by_Gage_Skidmore.jpg,"Phyllis Stewart Schlafly was a movement conservative and author. She held conservative social and political views, opposed feminism and abortion, and successfully campaigned against ratification of the Equal Rights Amendment to the U.S. Constitution. ",https://en.wikipedia.org/wiki/Phyllis_Schlafly
516,"Schussele, Christian",Christian Schussele,Christian Schussele,TRUE,Artist,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT8BbtCL5eWlFup79bUEfMfkr3wFe3YjI10PULU4Krm06L93rUW,https://commons.wikimedia.org/wiki/File:Brooklyn_Museum_-_Study_for_Lesson_in_Charity_-_Christian_Schussele.jpg,"Christian Schussele was an American artist and teacher, and is credited with designing the American Medal of Honor. He studied under Adolphe Yvon and Paul Delaroche 1842â€“1848 and then came to the United States. ",https://en.wikipedia.org/wiki/Christian_Schussele
518,"Sousa, John Philip",John Philip Sousa,John Philip Sousa,TRUE,American composer,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcScS9oh9axBq7YnFpKZrR5dEu9Vkv_pmJoNKJQ2bTtYGy3Qi0tK,"https://commons.wikimedia.org/wiki/File:John_Phillip_Sousa,_11-3-22_LOC_npcc.07285_(crop).jpg","John Philip Sousa was an American composer and conductor of the late Romantic era known primarily for American military marches. He is known as ""The March King"" or the ""American March King"", to distinguish him from his British counterpart Kenneth J. Alford. ",https://en.wikipedia.org/wiki/John_Philip_Sousa
520,"Stevenson II, Adlai E.",Adlai E. Stevenson II,Adlai Stevenson II,FALSE,Former Governor of Illinois,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTzNcIpUxHKWFooXIBMiDFOtG4jMSohQGbWrTK9YiCntNLQ7MYv,https://en.wikipedia.org/wiki/File:Adlai_E._Stevenson.jpg,"Adlai Ewing Stevenson II was an American lawyer, politician, and diplomat.
Raised in Bloomington, Illinois, Stevenson was a member of the Democratic Party. ",https://en.wikipedia.org/wiki/Adlai_Stevenson_II
521,"Terry, Gordon",Gordon Terry,Terry Sawchuk,FALSE,Ice hockey goaltender,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTXzU51dHqcUcwrGSD8x7x5fr7GFsbMCEPOrVHoUUrI5axoLXVH,https://lv.m.wikipedia.org/wiki/Att%C4%93ls:Terry_Sawchuk_1963.JPG,"Terrance Gordon Sawchuk was a Canadian professional ice hockey goaltender who played 21 seasons in the National Hockey League for the Detroit Red Wings, Boston Bruins, Toronto Maple Leafs, Los Angeles Kings and the New York Rangers. ",https://en.wikipedia.org/wiki/Terry_Sawchuk
