Name,Name_ID,Category,Items,Img_path,wiki_brief,wiki_long,fill_check,border_check,Name_Display,Topics,Sub_Category,Name_Web,smithsonian_URL,google_URL
"Lazio, Rick",LazioRick,Political and Military History,5,images/648.jpg,U.S. representative,Enrico Anthony Lazio is a former four-term U.S. Representative from the State of New York. Lazio became well-known during his bid for U.S. Senate in New York's 2000 Senate election; he was defeated by Hillary Rodham Clinton. Lazio also ran unsuccessfully for the 2010 New York State Republican Party gubernatorial nomination.,img,pmh,Rick Lazio,"Politics, Presidential Campaign of 2000, Presidential Campaign of 2000, Politics, Political parties, Politics"," Political History, Campaign Collection",Rick%20Lazio,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Rick%20Lazio,https://www.google.com/search?q=Rick%20Lazio
"Lee, Robert E.",LeeRobertE,Political and Military History,5,,,,pmh,pmh,Robert E. Lee,"Prohibition, Civil War, 1861-1865, Surrender by General Lee, American Civil War (1861-1865), Prohibition, Politics, Government, Military, Social reformers"," Political History, Reform Movements Collection",Robert%20E%20Lee,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Robert%20E%20Lee,https://www.google.com/search?q=Robert%20E%20Lee
"Leech, John",LeechJohn,Work and Industry,5,images/649.jpg,British Politician,"John Sampson Macfarlane Leech is a British Liberal Democrat politician who is currently Leader of the Opposition on Manchester City Council. He was the Member of Parliament for Manchester Withington from 2005 to 2015.
",img,wi,John Leech,"Wit and humor, Comic prints, History, Art, Fairy Tales", Graphic Arts,John%20Leech,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=John%20Leech,https://www.google.com/search?q=John%20Leech
"Locke, L. Leland",LockeLLeland,Medicine and Science,5,,,,ms,ms,L. Leland Locke,"Mathematics, Science, Mathematical Association of America Objects", Mathematics,L%20Leland%20Locke,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=L%20Leland%20Locke,https://www.google.com/search?q=L%20Leland%20Locke
"Lockwood, Belva Ann",LockwoodBelvaAnn,Political and Military History,5,images/650.jpg,American attorney,"Belva Ann Bennett Lockwood was an American attorney, politician, educator, and author. She was active in working for women's rights, including women's suffrage. Lockwood overcame many social and personal obstacles related to gender restrictions. ",img,pmh,Belva Ann Lockwood,"Women's History, Women, Education, Princeton Posters, Suffrage, Government, Civil rights, Elections, Newspapers, Politics, Presidents, Social reformers, Voting, Women, Suffrage, Women's History, Women, Suffrage"," Political History, Womens History/Reform Movements Collection",Belva%20Ann%20Lockwood,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Belva%20Ann%20Lockwood,https://www.google.com/search?q=Belva%20Ann%20Lockwood
"Looff, Charles I. D.",LooffCharlesID,Cultural and Community Life,5,images/651.jpg,Wood carver,"Charles I. D. Looff was a German master carver and builder of hand-carved carousels and amusement rides, who immigrated to the United States of America in 1870. Looff built the first carousel at Coney Island in 1876. ",img,ccl,Charles I. D. Looff,Amusement parks, Folk Art,Charles%20I%20D%20Looff,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Charles%20I%20D%20Looff,https://www.google.com/search?q=Charles%20I%20D%20Looff
"Lozoya, Esther Rafsky",LozoyaEstherRafsky,Cultural and Community Life,5,,,,ccl,ccl,Esther Rafsky Lozoya,"Sports, Baseball, Women, minor league", Sport and Leisure,Esther%20Rafsky%20Lozoya,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Esther%20Rafsky%20Lozoya,https://www.google.com/search?q=Esther%20Rafsky%20Lozoya
"Ludy, Friedrich August",LudyFriedrichAugust,Work and Industry,5,,,,wi,wi,Friedrich August Ludy,"Art, Religion, Art, Saints, Religion, Art, Ferris Collection, Religion, Jesus Christ, Saints", Graphic Arts,Friedrich%20August%20Ludy,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Friedrich%20August%20Ludy,https://www.google.com/search?q=Friedrich%20August%20Ludy
"Madison, Dolley",MadisonDolley,Political and Military History,5,images/652.jpg,Former First Lady of the United States,"Dolley Todd Madison was the wife of James Madison, President of the United States from 1809 to 1817. She was noted for holding Washington social functions in which she invited members of both political parties, essentially spearheading the concept of bipartisan cooperation, albeit before that term was in use, in the United States. ",img,pmh,Dolley Madison,"Presidents' spouses, First ladies, First ladies, Government, Politics, Portraits, Presidents' spouses, Social reformers"," Political History, White House/First Ladies Collection",Dolley%20Madison,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Dolley%20Madison,https://www.google.com/search?q=Dolley%20Madison
"Marie, Kaitlin",MarieKaitlin,Medicine and Science,5,images/653.jpg,Civil rights advocate,"Kaitlin Marie Bennett is an American gun rights activist and conservative social media personality. Bennett received media attention in 2018 for open-carrying an AR-10 rifle at Kent State University after graduating.
",img,ms,Kaitlin Marie,"Health & Medicine, Diabetes, Diabetes, Health & Medicine", Medicine,Kaitlin%20Marie,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Kaitlin%20Marie,https://www.google.com/search?q=Kaitlin%20Marie
"Marshall, Jim",MarshallJim,Work and Industry,5,images/654.jpg,American musician,"James Marshall ""Jimi"" Hendrix was an American musician, singer, and songwriter. Although his mainstream career spanned only four years, he is widely regarded as one of the most influential electric guitarists in the history of popular music, and one of the most celebrated musicians of the 20th century. ",img,wi,Jim Marshall,"Photography, Women, Children, Agriculture, Automobiles, Firearms, Men, Music, Musical instruments, Portraits, Protest and Civil Disobedience, Toys", Photographic History,Jim%20Marshall,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Jim%20Marshall,https://www.google.com/search?q=Jim%20Marshall
"Martinez, Leopold E.",MartinezLeopoldE,Cultural and Community Life,5,,,,ccl,ccl,Leopold E. Martinez,"Baseball, Latinos and Baseball, Sports", Ethnic,Leopold%20E%20Martinez,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Leopold%20E%20Martinez,https://www.google.com/search?q=Leopold%20E%20Martinez
"Mason, Sidney",MasonSidney,Cultural and Community Life,5,images/655.jpg,English cricketer,Mason Sidney Crane is an English cricketer who plays for the national side. He is a right-arm leg break bowler who bats right-handed.,img,ccl,Sidney Mason,"Men, Women, Animals, Diplomatic, Horses", Costume,Sidney%20Mason,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Sidney%20Mason,https://www.google.com/search?q=Sidney%20Mason
"Maurer, Louis",MaurerLouis,Cultural and Community Life,5,,Swiss football player,"Louis Maurer was a Swiss football player and manager. He played as a goalkeeper.
Maurer coached FC Blue Stars ZÃ¼rich, Lausanne Sports, FC Fribourg, Marseille, R. Union Sportive Tournaisienne, FC ZÃ¼rich, FC Lugano, AC Bellinzona and Switzerland. In his coaching career, he won two national championship titles and three Swiss Cups.",ccl,ccl,Louis Maurer,"Chronology: 1850-1859, Furnishings, Art, Clothing and dress, Communication, letter writing, Dress accessories, Currier & Ives, Fire, Fire Fighting, Uniforms, Chronology: 1850-1859, Architecture, Art, Civic Associations, Fire Fighting, Furnishings, Lighting, outdoor, Peters Prints, Uniforms, Military, Wagons, Adornment, American Revolution (1775-1783), Animals, Architecture, Carriages, Children, Costume, Flowers, Food habits, Games, Horses, Hunting, Liberty, Lighting, Patriotism, Peters Prints, Toys, Uniforms, Military", Fire Fighting and Law Enforcement,Louis%20Maurer,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Louis%20Maurer,https://www.google.com/search?q=Louis%20Maurer
"Merrill, James H.",MerrillJamesH,Political and Military History,5,,,,pmh,pmh,James H. Merrill,"Firearms, Military"," Armed Forces History, Military",James%20H%20Merrill,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=James%20H%20Merrill,https://www.google.com/search?q=James%20H%20Merrill
"Merritt, R. N. S.",MerrittRNS,Medicine and Science,5,,,,ms,ms,R. N. S. Merritt,"Mathematics, Science", Mathematics,R%20N%20S%20Merritt,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=R%20N%20S%20Merritt,https://www.google.com/search?q=R%20N%20S%20Merritt
"Milholland, Inez",MilhollandInez,Political and Military History,5,images/657.jpg,Lawyer,"Inez Milholland Boissevain was a suffragist, labor lawyer, socialist, World War I correspondent, and public speaker who greatly influenced the women's movement in America. ",img,pmh,Inez Milholland,"Civil rights, Women, Voting, Suffrage, Social reformers, Politics, Government, Equal rights amendments, Elections, Princeton Posters, Presidential Inauguration of 2017, Protest and Civil Disobedience, Protest march, Women's History, Womenâ€™s March, Women, Civil rights, Elections, Equal rights amendments, Portraits, Suffrage, Voting, Women's History"," Political History, Women's History Collection",Inez%20Milholland,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Inez%20Milholland,https://www.google.com/search?q=Inez%20Milholland
"Miller, Edward R.",MillerEdwardR,Work and Industry,5,,,,wi,wi,Edward R. Miller,"Photography, Beaches, Fishing", Photographic History,Edward%20R%20Miller,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Edward%20R%20Miller,https://www.google.com/search?q=Edward%20R%20Miller
"Millet, Jean Francois",MilletJeanFrancois,Work and Industry,5,images/658.jpg,French artist,Jean-FranÃ§ois Millet was a French artist and one of the founders of the Barbizon school in rural France. Millet is noted for his paintings of peasant farmers and can be categorized as part of the Realism art movement. ,img,wi,Jean Francois Millet,"Art, Communications, Art, Communications, Art, Knitting, Art, Portraits, Agriculture, Farms, Food Processing", Graphic Arts,Jean%20Francois%20Millet,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Jean%20Francois%20Millet,https://www.google.com/search?q=Jean%20Francois%20Millet
"Moore, Charlie",MooreCharlie,Cultural and Community Life,5,images/659.jpg,American actress,"Demi Gene Moore is an American actress and film producer. After making her film debut in 1981, she appeared on the soap opera General Hospital and subsequently gained recognition as a member of the Brat Pack with roles in Blame It on Rio, St. ",img,ccl,Charlie Moore,"Musical instruments, Music, Amusements", Entertainment,Charlie%20Moore,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Charlie%20Moore,https://www.google.com/search?q=Charlie%20Moore
