Name,Name_ID,Name_Display,Category,fill_check,border_check,Items
"King, Florence Lorella Slover",KingFlorenceLorellaSlover,Florence Lorella Slover King,Cultural and Community Life,ccl,ccl,20
"Leipzig, Arthur",LeipzigArthur,Arthur Leipzig,Work and Industry,wi,wi,20
"Magnus, Charles",MagnusCharles,Charles Magnus,Cultural and Community Life,ccl,ccl,20
"Meigh, Charles",MeighCharles,Charles Meigh,Cultural and Community Life,ccl,ccl,20
"Palin, Sarah Heath",PalinSarahHeath,Sarah Heath Palin,Political and Military History,pmh,pmh,20
"Rockefeller, Nelson A.",RockefellerNelsonA,Nelson A. Rockefeller,Political and Military History,pmh,pmh,20
"Ross, Joan",RossJoan,Joan Ross,Medicine and Science,ms,ms,20
"Beals, Jessie Tarbox",BealsJessieTarbox,Jessie Tarbox Beals,Work and Industry,wi,wi,19
"Brewer, Brad",BrewerBrad,Brad Brewer,Cultural and Community Life,ccl,ccl,19
"Brooke, John Rutter",BrookeJohnRutter,John Rutter Brooke,Political and Military History,pmh,pmh,19
"Buchanan, Patrick J.",BuchananPatrickJ,Patrick J. Buchanan,Political and Military History,pmh,pmh,19
"Cassin, John",CassinJohn,John Cassin,Work and Industry,wi,wi,19
"Diamond, Freda",DiamondFreda,Freda Diamond,Cultural and Community Life,ccl,ccl,19
"Johnson, Hilda Lois",JohnsonHildaLois,Hilda Lois Johnson,Political and Military History,pmh,pmh,19
"Kameny, Frank",KamenyFrank,Frank Kameny,Political and Military History,pmh,pmh,19
"Lodge, Henry Cabot",LodgeHenryCabot,Henry Cabot Lodge,Political and Military History,pmh,pmh,19
"Lord, Jack",LordJack,Jack Lord,Cultural and Community Life,ccl,ccl,19
"Murphy, Audie",MurphyAudie,Audie Murphy,Political and Military History,pmh,pmh,19
"Palmer, Frances F.",PalmerFrancesF,Frances F. Palmer,Work and Industry,wi,wi,19
"Rich, Bernard ""Buddy""","RichBernard""Buddy""","Bernard ""Buddy"" Rich",Cultural and Community Life,ccl,ccl,19
"Saint-Gaudens, Augustus",Saint-GaudensAugustus,Augustus Saint-Gaudens,Work and Industry,wi,wi,19
"Schwarzkopf, H. Norman",SchwarzkopfHNorman,H. Norman Schwarzkopf,Political and Military History,pmh,pmh,19
"Weston, Cole",WestonCole,Cole Weston,Work and Industry,wi,wi,19
"Albert, Richard L.",AlbertRichardL,Richard L. Albert,Political and Military History,pmh,pmh,18
"Becker, Murray L.",BeckerMurrayL,Murray L. Becker,Work and Industry,wi,wi,18
"Brill, L.",BrillL,L. Brill,Medicine and Science,ms,ms,18
"Colo, Papo",ColoPapo,Papo Colo,Work and Industry,wi,wi,18
"Coradi, Gottlieb",CoradiGottlieb,Gottlieb Coradi,Medicine and Science,ms,ms,18
"Dalinsky, Harry",DalinskyHarry,Harry Dalinsky,Political and Military History,pmh,pmh,18
"Dentzel, Gustav A.",DentzelGustavA,Gustav A. Dentzel,Cultural and Community Life,ccl,ccl,18
"Eno, I. L.",EnoIL,I. L. Eno,Work and Industry,wi,wi,18
"Goldman, Edward Alphonso",GoldmanEdwardAlphonso,Edward Alphonso Goldman,Work and Industry,wi,wi,18
"Harrison, William Henry",HarrisonWilliamHenry,William Henry Harrison,Political and Military History,pmh,pmh,18
"Kollner, August",KollnerAugust,August Kollner,Cultural and Community Life,ccl,ccl,18
"Krupa, Gene",KrupaGene,Gene Krupa,Cultural and Community Life,ccl,ccl,18
"Moran, Thomas",MoranThomas,Thomas Moran,Work and Industry,wi,wi,18
"Reagan, Ronald",ReaganRonald,Ronald Reagan,Work and Industry,wi,wi,18
"Tucker, Beverley",TuckerBeverley,Beverley Tucker,Work and Industry,wi,wi,18
"Abbott, Berenice",AbbottBerenice,Berenice Abbott,Work and Industry,wi,wi,17
"Allen, Holless Wilbur",AllenHollessWilbur,Holless Wilbur Allen,Cultural and Community Life,ccl,ccl,17
"Anderson, Ken",AndersonKen,Ken Anderson,Cultural and Community Life,ccl,ccl,17
"Andrysco, Joseph",AndryscoJoseph,Joseph Andrysco,Political and Military History,pmh,pmh,17
"Belew, Eugene M.",BelewEugeneM,Eugene M. Belew,Political and Military History,pmh,pmh,17
"Brownback, Sam",BrownbackSam,Sam Brownback,Political and Military History,pmh,pmh,17
"Buchanan, James",BuchananJames,James Buchanan,Political and Military History,pmh,pmh,17
"Bufford, John Henry",BuffordJohnHenry,John Henry Bufford,Cultural and Community Life,ccl,ccl,17
"Dewey, Thomas E.",DeweyThomasE,Thomas E. Dewey,Political and Military History,pmh,pmh,17
"Diller, Phyllis",DillerPhyllis,Phyllis Diller,Cultural and Community Life,ccl,ccl,17
"Duval, Peter S.",DuvalPeterS,Peter S. Duval,Cultural and Community Life,ccl,ccl,17
"Grob, Marco",GrobMarco,Marco Grob,Work and Industry,wi,wi,17
"Inouye, Daniel",InouyeDaniel,Daniel Inouye,Political and Military History,pmh,pmh,17
"James, Alfred",JamesAlfred,Alfred James,Work and Industry,wi,wi,17
"Johnson, Lady Bird",JohnsonLadyBird,Lady Bird Johnson,Political and Military History,pmh,pmh,17
"Kollbeck, Roland A.",KollbeckRolandA,Roland A. Kollbeck,Cultural and Community Life,ccl,ccl,17
"McCloskey, Pete",McCloskeyPete,Pete McCloskey,Political and Military History,pmh,pmh,17
"Minkus, Jacques",MinkusJacques,Jacques Minkus,Work and Industry,wi,wi,17
"Muskie, Edmund S.",MuskieEdmundS,Edmund S. Muskie,Political and Military History,pmh,pmh,17
"Peary, Robert Edwin",PearyRobertEdwin,Robert Edwin Peary,Political and Military History,pmh,pmh,17
"Sparkman, John",SparkmanJohn,John Sparkman,Political and Military History,pmh,pmh,17
"Thomas, Henry Atwell",ThomasHenryAtwell,Henry Atwell Thomas,Cultural and Community Life,ccl,ccl,17
"Whitehead, Cindy",WhiteheadCindy,Cindy Whitehead,Cultural and Community Life,ccl,ccl,17
"Barnum, P. T.",BarnumPT,P. T. Barnum,Cultural and Community Life,ccl,ccl,16
"Bradley, Bill",BradleyBill,Bill Bradley,Political and Military History,pmh,pmh,16
"Coolidge, Calvin",CoolidgeCalvin,Calvin Coolidge,Political and Military History,pmh,pmh,16
"Curtis, Robert L.",CurtisRobertL,Robert L. Curtis,Medicine and Science,ms,ms,16
"Gendreau, Philip D.",GendreauPhilipD,Philip D. Gendreau,Work and Industry,wi,wi,16
"Goforth, Peggy",GoforthPeggy,Peggy Goforth,Cultural and Community Life,ccl,ccl,16
"Hitchcock, William E.",HitchcockWilliamE,William E. Hitchcock,Cultural and Community Life,ccl,ccl,16
"Ishimoto, May",IshimotoMay,May Ishimoto,Cultural and Community Life,ccl,ccl,16
"Johnson, Andrew",JohnsonAndrew,Andrew Johnson,Political and Military History,pmh,pmh,16
"Kelly, Thomas",KellyThomas,Thomas Kelly,Cultural and Community Life,ccl,ccl,16
"Langmade, Emily",LangmadeEmily,Emily Langmade,Cultural and Community Life,ccl,ccl,16
"Lincoln, Mary Todd",LincolnMaryTodd,Mary Todd Lincoln,Political and Military History,pmh,pmh,16
"Maxwell, Colonel Pauline E.",MaxwellColonelPaulineE,Colonel Pauline E. Maxwell,Political and Military History,pmh,pmh,16
"Murray, Anne Wood",MurrayAnneWood,Anne Wood Murray,Cultural and Community Life,ccl,ccl,16
"Seligmann, Arlette",SeligmannArlette,Arlette Seligmann,Cultural and Community Life,ccl,ccl,16
"Walcott, Charles D.",WalcottCharlesD,Charles D. Walcott,Political and Military History,pmh,pmh,16
"Arthur, Chester A.",ArthurChesterA,Chester A. Arthur,Political and Military History,pmh,pmh,15
"Arthur, Eleanore M.",ArthurEleanoreM,Eleanore M. Arthur,Work and Industry,wi,wi,15
"Atget, Eugene",AtgetEugene,Eugene Atget,Work and Industry,wi,wi,15
"Baker, Lacey",BakerLacey,Lacey Baker,Cultural and Community Life,ccl,ccl,15
"Buell, Ann",BuellAnn,Ann Buell,Cultural and Community Life,ccl,ccl,15
"Burton, Tim",BurtonTim,Tim Burton,Cultural and Community Life,ccl,ccl,15
"Cleveland, Frances Folsom",ClevelandFrancesFolsom,Frances Folsom Cleveland,Political and Military History,pmh,pmh,15
"Dole, Bob",DoleBob,Bob Dole,Political and Military History,pmh,pmh,15
"Dupre, Augustin",DupreAugustin,Augustin Dupre,Work and Industry,wi,wi,15
"Dyson, Will",DysonWill,Will Dyson,Political and Military History,pmh,pmh,15
"Egli, Hans W.",EgliHansW,Hans W. Egli,Medicine and Science,ms,ms,15
"Goldberg, Rube",GoldbergRube,Rube Goldberg,Work and Industry,wi,wi,15
"Haines, Elizabeth L.",HainesElizabethL,Elizabeth L. Haines,Cultural and Community Life,ccl,ccl,15
"Harding, Warren G.",HardingWarrenG,Warren G. Harding,Political and Military History,pmh,pmh,15
"Hornak, Ian",HornakIan,Ian Hornak,Work and Industry,wi,wi,15
"Jackson, William Henry",JacksonWilliamHenry,William Henry Jackson,Work and Industry,wi,wi,15
"Jordan, Louis",JordanLouis,Louis Jordan,Cultural and Community Life,ccl,ccl,15
"Lilienthal, Theodore",LilienthalTheodore,Theodore Lilienthal,Work and Industry,wi,wi,15
"Lucas, Joseph D.",LucasJosephD,Joseph D. Lucas,Medicine and Science,ms,ms,15
"Mackenzie, Tandy Kaohu",MackenzieTandyKaohu,Tandy Kaohu Mackenzie,Cultural and Community Life,ccl,ccl,15
"Ostade, Adriaen van",OstadeAdriaenvan,Adriaen van Ostade,Work and Industry,wi,wi,15
"Pal, George",PalGeorge,George Pal,Cultural and Community Life,ccl,ccl,15
"Rathe, Robert",RatheRobert,Robert Rathe,Work and Industry,wi,wi,15
"Reich, John",ReichJohn,John Reich,Work and Industry,wi,wi,15
"Rogers, Katelyn",RogersKatelyn,Katelyn Rogers,Cultural and Community Life,ccl,ccl,15
"Rollins, Hazelle H.",RollinsHazelleH,Hazelle H. Rollins,Cultural and Community Life,ccl,ccl,15
"Van Buren, Angelica Singleton",VanBurenAngelicaSingleton,Angelica Singleton Van Buren,Political and Military History,pmh,pmh,15
"Van Zyle, Jona",VanZyleJona,Jona Van Zyle,Cultural and Community Life,ccl,ccl,15
"Weiss, Ch.",WeissCh,Ch. Weiss,Cultural and Community Life,ccl,ccl,15
"Wilkerson, Ken",WilkersonKen,Ken Wilkerson,Cultural and Community Life,ccl,ccl,15
"Adams, Stephen F.",AdamsStephenF,Stephen F. Adams,Work and Industry,wi,wi,14
"Ahlborn, Betty",AhlbornBetty,Betty Ahlborn,Cultural and Community Life,ccl,ccl,14
"Audubon, John James",AudubonJohnJames,John James Audubon,Work and Industry,wi,wi,14
"Carter, James E.",CarterJamesE,James E. Carter,Political and Military History,pmh,pmh,14
"Catt, Carrie Chapman",CattCarrieChapman,Carrie Chapman Catt,Political and Military History,pmh,pmh,14
"Clark, Ann",ClarkAnn,Ann Clark,Cultural and Community Life,ccl,ccl,14
"Copp, Mary Esther",CoppMaryEsther,Mary Esther Copp,Cultural and Community Life,ccl,ccl,14
"Delaunay, Charles",DelaunayCharles,Charles Delaunay,Cultural and Community Life,ccl,ccl,14
"Duff, Caroline",DuffCaroline,Caroline Duff,Cultural and Community Life,ccl,ccl,14
"Eames, Ray",EamesRay,Ray Eames,Cultural and Community Life,ccl,ccl,14
"Gilbertson, Ashley",GilbertsonAshley,Ashley Gilbertson,Work and Industry,wi,wi,14
"Gleason, Frederick",GleasonFrederick,Frederick Gleason,Work and Industry,wi,wi,14
"Grant, Ulysses S.",GrantUlyssesS,Ulysses S. Grant,Political and Military History,pmh,pmh,14
"Guenther, Joseph",GuentherJoseph,Joseph Guenther,Political and Military History,pmh,pmh,14
"Hardesty, Frank",HardestyFrank,Frank Hardesty,Work and Industry,wi,wi,14
"Jefferson, Thomas",JeffersonThomas,Thomas Jefferson,Political and Military History,pmh,pmh,14
"Lewis, Jerry",LewisJerry,Jerry Lewis,Cultural and Community Life,ccl,ccl,14
"Lewis, Jerry Lee",LewisJerryLee,Jerry Lee Lewis,Cultural and Community Life,ccl,ccl,14
"Lintelman, Ryan",LintelmanRyan,Ryan Lintelman,Work and Industry,wi,wi,14
"Lujan, Josie E.",LujanJosieE,Josie E. Lujan,Cultural and Community Life,ccl,ccl,14
"Mason, Maria Dorado",MasonMariaDorado,Maria Dorado Mason,Cultural and Community Life,ccl,ccl,14
"Mason, Theodorus B. M.",MasonTheodorusBM,Theodorus B. M. Mason,Cultural and Community Life,ccl,ccl,14
"Mitchell, Herbert",MitchellHerbert,Herbert Mitchell,Work and Industry,wi,wi,14
"Orton, George",OrtonGeorge,George Orton,Cultural and Community Life,ccl,ccl,14
"Rockwell, Norman",RockwellNorman,Norman Rockwell,Political and Military History,pmh,pmh,14
"Scot, Robert",ScotRobert,Robert Scot,Work and Industry,wi,wi,14
"Sidney, George",SidneyGeorge,George Sidney,Cultural and Community Life,ccl,ccl,14
"Tucker, Stephen D.",TuckerStephenD,Stephen D. Tucker,Work and Industry,wi,wi,14
"Young, John J.",YoungJohnJ,John J. Young,Work and Industry,wi,wi,14
"Armstrong, W.G.",ArmstrongWG,W.G. Armstrong,Work and Industry,wi,wi,13
"Deaner, Leo",DeanerLeo,Leo Deaner,Political and Military History,pmh,pmh,13
"Duboscq, Jules",DuboscqJules,Jules Duboscq,Medicine and Science,ms,ms,13
"Gansevoort, Henry S.",GansevoortHenryS,Henry S. Gansevoort,Political and Military History,pmh,pmh,13
"Gebel-Williams, Gunther",Gebel-WilliamsGunther,Gunther Gebel-Williams,Cultural and Community Life,ccl,ccl,13
"Gillam, Bernhard",GillamBernhard,Bernhard Gillam,Political and Military History,pmh,pmh,13
"Givenchy, Hubert",GivenchyHubert,Hubert Givenchy,Cultural and Community Life,ccl,ccl,13
"Greenfield, Lauren",GreenfieldLauren,Lauren Greenfield,Work and Industry,wi,wi,13
"Jena Glasswork, Schott & Associates",JenaGlassworkSchott&Associates,Schott & Associates Jena Glasswork,Medicine and Science,ms,ms,13
"Kauffmann, Edith Charlotte Willis",KauffmannEdithCharlotteWillis,Edith Charlotte Willis Kauffmann,Cultural and Community Life,ccl,ccl,13
"MacArthur, Douglas",MacArthurDouglas,Douglas MacArthur,Political and Military History,pmh,pmh,13
"Metzker, Ray K.",MetzkerRayK,Ray K. Metzker,Work and Industry,wi,wi,13
"Ryan, Paul",RyanPaul,Paul Ryan,Political and Military History,pmh,pmh,13
"Tobin, George T.",TobinGeorgeT,George T. Tobin,Work and Industry,wi,wi,13
"Valentine, James",ValentineJames,James Valentine,Work and Industry,wi,wi,13
"Wilson, William H.",WilsonWilliamH,William H. Wilson,Cultural and Community Life,ccl,ccl,13
"Zeiss, Carl",ZeissCarl,Carl Zeiss,Medicine and Science,ms,ms,13
"Abzug, Bella",AbzugBella,Bella Abzug,Political and Military History,pmh,pmh,12
"Albright, Madeleine",AlbrightMadeleine,Madeleine Albright,Political and Military History,pmh,pmh,12
"Benson, Harold Walter",BensonHaroldWalter,Harold Walter Benson,Medicine and Science,ms,ms,12
"Brady, Mathew B.",BradyMathewB,Mathew B. Brady,Work and Industry,wi,wi,12
"Chavez, Cesar",ChavezCesar,Cesar Chavez,Political and Military History,pmh,pmh,12
"Chodowiecki, Daniel Nikolaus",ChodowieckiDanielNikolaus,Daniel Nikolaus Chodowiecki,Work and Industry,wi,wi,12
"Disney, Walt",DisneyWalt,Walt Disney,Cultural and Community Life,ccl,ccl,12
"Edison, Thomas Alva",EdisonThomasAlva,Thomas Alva Edison,Work and Industry,wi,wi,12
"Gilliss, James Melville",GillissJamesMelville,James Melville Gilliss,Work and Industry,wi,wi,12
"Givenchy, Hubert de",GivenchyHubertde,Hubert de Givenchy,Cultural and Community Life,ccl,ccl,12
"Goetz, Karl",GoetzKarl,Karl Goetz,Work and Industry,wi,wi,12
"Gore, Tipper",GoreTipper,Tipper Gore,Political and Military History,pmh,pmh,12
"Heyman, Ken",HeymanKen,Ken Heyman,Work and Industry,wi,wi,12
"Hoe, Richard March",HoeRichardMarch,Richard March Hoe,Work and Industry,wi,wi,12
"Hotz, Fr.",HotzFr,Fr. Hotz,Cultural and Community Life,ccl,ccl,12
"Huevelmann, Margorie",HuevelmannMargorie,Margorie Huevelmann,Cultural and Community Life,ccl,ccl,12
"Jackson, Chevalier",JacksonChevalier,Chevalier Jackson,Medicine and Science,ms,ms,12
"Louis, Joe",LouisJoe,Joe Louis,Cultural and Community Life,ccl,ccl,12
"Manning, J. H.",ManningJH,J. H. Manning,Work and Industry,wi,wi,12
"McKaig, Bruce",McKaigBruce,Bruce McKaig,Work and Industry,wi,wi,12
"Mott, Lucretia Coffin",MottLucretiaCoffin,Lucretia Coffin Mott,Cultural and Community Life,ccl,ccl,12
"O'Connor, Sandra Day",O'ConnorSandraDay,Sandra Day O'Connor,Political and Military History,pmh,pmh,12
"Opper, F.",OpperF,F. Opper,Political and Military History,pmh,pmh,12
"Payne, Leon",PayneLeon,Leon Payne,Cultural and Community Life,ccl,ccl,12
"Pierce, Eben",PierceEben,Eben Pierce,Work and Industry,wi,wi,12
"Price, Lloyd",PriceLloyd,Lloyd Price,Cultural and Community Life,ccl,ccl,12
"Reinhart, Amelia Marks",ReinhartAmeliaMarks,Amelia Marks Reinhart,Cultural and Community Life,ccl,ccl,12
"Richardson, Joseph",RichardsonJoseph,Joseph Richardson,Work and Industry,wi,wi,12
"Schwarz, Ira",SchwarzIra,Ira Schwarz,Work and Industry,wi,wi,12
"Scott, Jack",ScottJack,Jack Scott,Cultural and Community Life,ccl,ccl,12
"Selmer, Henri",SelmerHenri,Henri Selmer,Cultural and Community Life,ccl,ccl,12
"Sommer, Giorgio",SommerGiorgio,Giorgio Sommer,Work and Industry,wi,wi,12
"Soule, John P.",SouleJohnP,John P. Soule,Work and Industry,wi,wi,12
"Symington, Stuart",SymingtonStuart,Stuart Symington,Political and Military History,pmh,pmh,12
"Vischer, Edward",VischerEdward,Edward Vischer,Cultural and Community Life,ccl,ccl,12
"Bellamy, Ellen Washington",BellamyEllenWashington,Ellen Washington Bellamy,Cultural and Community Life,ccl,ccl,11
"Bohm, F. A.",BohmFA,F. A. Bohm,Cultural and Community Life,ccl,ccl,11
"Brady, Mathew B.",BradyMathewB,Mathew B. Brady,Political and Military History,pmh,pmh,11
"Clark, James J.",ClarkJamesJ,James J. Clark,Work and Industry,wi,wi,11
"Corio, Robert",CorioRobert,Robert Corio,Cultural and Community Life,ccl,ccl,11
"Crane, Margaret",CraneMargaret,Margaret Crane,Medicine and Science,ms,ms,11
"Detwiller, Frederick Knecht",DetwillerFrederickKnecht,Frederick Knecht Detwiller,Political and Military History,pmh,pmh,11
"Durer, Albrecht",DurerAlbrecht,Albrecht Durer,Work and Industry,wi,wi,11
"Flagg, James Montgomery",FlaggJamesMontgomery,James Montgomery Flagg,Political and Military History,pmh,pmh,11
"Gardener, Helen H.",GardenerHelenH,Helen H. Gardener,Work and Industry,wi,wi,11
"Gavard, Charles",GavardCharles,Charles Gavard,Work and Industry,wi,wi,11
"Gutekunst, Frederic",GutekunstFrederic,Frederic Gutekunst,Work and Industry,wi,wi,11
"Hartung, Maurice L.",HartungMauriceL,Maurice L. Hartung,Medicine and Science,ms,ms,11
"Holmes, William Henry",HolmesWilliamHenry,William Henry Holmes,Work and Industry,wi,wi,11
"Howell, Juanita I.",HowellJuanitaI,Juanita I. Howell,Cultural and Community Life,ccl,ccl,11
"Ives, Frederick Eugene",IvesFrederickEugene,Frederick Eugene Ives,Work and Industry,wi,wi,11
"Kellogg, Elijah Chapman",KelloggElijahChapman,Elijah Chapman Kellogg,Cultural and Community Life,ccl,ccl,11
"Kohen, Seren",KohenSeren,Seren Kohen,Work and Industry,wi,wi,11
"Lindbergh, Charles A.",LindberghCharlesA,Charles A. Lindbergh,Political and Military History,pmh,pmh,11
"Mackey, Lance",MackeyLance,Lance Mackey,Cultural and Community Life,ccl,ccl,11
"Manner, Mary H.",MannerMaryH,Mary H. Manner,Cultural and Community Life,ccl,ccl,11
"Moholy-Nagy, Laszlo",Moholy-NagyLaszlo,Laszlo Moholy-Nagy,Work and Industry,wi,wi,11
"Mugnaini, Joseph",MugnainiJoseph,Joseph Mugnaini,Work and Industry,wi,wi,11
"Pitcher, Virginia",PitcherVirginia,Virginia Pitcher,Political and Military History,pmh,pmh,11
"Poussin, Nicolas",PoussinNicolas,Nicolas Poussin,Work and Industry,wi,wi,11
"Raab, Susana",RaabSusana,Susana Raab,Work and Industry,wi,wi,11
"Ritchie, Jean",RitchieJean,Jean Ritchie,Cultural and Community Life,ccl,ccl,11
"Rogala, Dawn",RogalaDawn,Dawn Rogala,Work and Industry,wi,wi,11
"Sarony, Napoleon",SaronyNapoleon,Napoleon Sarony,Cultural and Community Life,ccl,ccl,11
"Schupp, Ronald I.",SchuppRonaldI,Ronald I. Schupp,Political and Military History,pmh,pmh,11
"Smith, Al",SmithAl,Al Smith,Political and Military History,pmh,pmh,11
"Van Buren, Martin",VanBurenMartin,Martin Van Buren,Political and Military History,pmh,pmh,11
